ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,LATITUDE,LONGITUDE
1686,73rd/University,Comer Foundation,7320 S South Chicago Av,Comer Science Education Foundation,1105,"Comer Youth Garden project, located within the Greater Grand Crossing community area, includes a negotiated sale of 1.75 acres of City-owned property to Comer Science and Education Foundation.  The final build out of the you garden included expanding the growing areas, number of hoop houses, constructing a farmer's market area, bike parking, garden storage area, and a wind turbine to assist with garden irrigation.",4/12/11,"$652,796 ","$2,160,775 ",41.76176801,-87.60006425
1680,Hollywood/Sheridan,IGA - CPD - Park 0385 - Buttercup,4901 N Sheridan Rd,Chicago Park District,1072,"An intergovernmental agreement between the City of Chicago and the Chicago Park District for the overall park development, design and build new ADA accessible playground and spray feature.",4/13/11,"$1,000,000 ","$1,000,000 ",41.97166866,-87.65473895
1442,Western Avenue South,N. Center Sr. - Belle Plaine Condo,2335 W Belle Plaine Av,North Center Associates LLC,362,"Located in the North Center community, the project includes the construction of a 141,000 square foot five-story senior condominium building.  The project provides a minimum of 50 affordable housing units for senior households earning no more than 80% area median income and the remaining 47 units will be priced below market rate.  The senior condominium building includes a community room, exercise room, library, and 112 parking spaces.",5/9/06,"$3,380,000 ","$27,465,722 ",41.95574889,-87.68752243
1668,Wilson Yard,IGA - CTA - Station Improvements,4620 N Broadway,Chicago Transit Authority,1057,An intergovernmental Agreement between the City of Chicago and Chicago Transit Authority.,5/16/11,"$3,000,000 ","$203,000,000 ",41.96591995,-87.65796884
11923,53rd Street,Hyatt Place Chicago At Hyde Park TIF,5223 S Harper Av,Smart Hotels/Olympia Chicago,,"Located in the Hyde Park community, the project will construct an 84,000 square feet, six story hotel with 131 rooms and will also include 50 underground parking spaces. The amenities include a small work out facility, swimming pool, conference rooms, and meeting facilities for business travelers and community groups.",3/13/12,"$2,901,146 ","$28,500,090 ",41.80023882,-87.58891999
10632,South Works Industrial,IGA - CPD - Steelworks Park (Park 523),3801 E 87th St,Chicago Park District,,"Steelworkers Park (Park 523) is located at 3801 E. 87th Street in the East Side Community Area. The requested $676,000 from South Works TIF funding will be used for removal of old debris remaining from the sites history as a steel plant, creating of a sculpture, fencing, fencing, water drinking fountain, lighting, benches, plantings, creating a climbing wall on the old ore walls, and driveway improvements. 

The park is a component to complete public ownership of the lakefront.

Funding sources:   $676,000 South Works Industrial TIF (100%) 

Project budget:
sculpture                $190,000
fencing                   $130,000
debris removal       $  56,000
utilities                    $180,000
climbing wall           $  60,000
grading                  $   20,000
surveys                  $   20,000
driveway                 $  20,000
Total =                   $ 676,000

TTF approved full amount, but not to include any costs for the sculpture.",11/4/14,"$676,000 ","$676,000 ",41.73784741,-87.53241877
1410,Edgewater,Edgewater Broadway Plaza,5227 N Broadway,First National Realty & American National,277,"Located in the Edgewater community area, the project includes the construction of three 1-story buildings totally 52,000 square feet of space and one outlot for use as a multi-tenant retail mall.",1/30/90,"$1,100,000 ","$5,900,000 ",41.9771506,-87.65974096
1435,West Ridge Peterson,Venture - Peterson Ave,2036 W Peterson Av,May Company,306,"Located in the West Ridge community area, the project constructed a 110,000 square foot shopping center.",8/27/86,"$3,000,000 ","$12,000,000 ",41.99075995,-87.68130216
1670,Humboldt Park Commercial,Resurrection University,1431 N Claremont Av,Saint Mary and Elizabeth Medical Center; and Resurrection University,1062,"The Resurrection University project is located in the Humboldt Park Commercial TIF district. The project consists of the relocation of Resurrection University from Oak Park to the former Saint Elizabeth Hospital in Wicker Park. Resurrection University will occupy parts of the first floor, which will include a new student lounge and library. The campus also will occupy the 6th, 7th, and 8th floors for classrooms, administration, an advanced simulation lab, faculty space and staff offices.",3/8/11,"$4,738,179 ","$13,537,654 ",41.90762721,-87.68578576
10776,Pilsen Industrial Corridor,IGA - CPD - Dvorak Park,1119 W Cullerton St,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,3/18/15,"$996,438 ","$1,596,438 ",41.8551254,-87.65390951
12320,Kinzie Industrial Corridor,The Hatchery,3100 W Lake St,IFF,,"Located in the East Garfield Park Community, The Hatchery is an approximately 67,000 square foot food entrepreneur incubator/office space. The Project includes food grade flexible space and business support services. It is the planned new headquarters for Accion. Project includes new construction and the renovation of a building currently on site. The Project will be located on a 3.6 acre site on 3100 block of West Lake Street.",8/8/17,"$7,172,228 ","$32,375,500 ",41.88432563,-87.70386415
1710,Central Loop,Goodman Theater,170 N Dearborn St,Chicago Theater Group,1143,"Located in the Loop, the project includes construction of a new 800 seat theater, renovation and reconstruction of the exisiting Selwyn and Harris theaters, including the restoration and preservation of their facades, to accommodate a smaller, more flexible 400-seat theater.  The project also includes the development of the vacant northwest corner of Randolph and Dearborn Streets to accommodate lobby, a restaurant, and retail uses complementary to the development.",7/8/97,"$18,800,000 ","$59,583,000 ",41.88514243,-87.62962434
1235,71st/Stony Island,Starbuck's - Stony Island,7101 S Stony Island Av,"BMG Stony Island, LLC",9,"The project will construct a free-standing Starbucks Coffee Company store of 1,626 square feet.  In addition to in-store seating, this Starbucks store will have a drive-through service window and an outdoor seating area.  On site parking will be provided for 13 cars and 6 stacking spaces are provided in the drive-up lane.",5/13/03,"$225,000 ","$1,400,000 ",41.76593686,-87.58577242
1584,87th/Cottage Grove,IGA - PBC - Whitney Young Library,7901 S Dr Martin Luther King Jr Dr,Public Building Commission,812,Agreement between the City of Chicago and the PBC,4/22/09,"$1,000,000 ","$13,481,299 ",41.75102533,-87.61480915
1751,Lawrence/Kedzie,IGA - PBC - Albany Park Library,5150 N Kimball Av,Public Building Commission,2084,An intergovernmental agreement between the City of Chicago and the Public Building Commission,11/2/11,"$15,000,000 ","$15,345,000 ",41.97538125,-87.71370286
1501,Chicago/Central Park,Breakthrough Urban Ministries,402 N Saint Louis Av,Breakthrough Urban Ministries,618,"Breakthrough Urban Ministries is a non-profit organization that assists people struggling with drug addiction.  The project includes the rehabilitation of a 24,000 square foot warehouse to have a thirty bed shelter for men, five Single Room Occupancy units, developer's offices, social services facilities, communal kitchen, a food pantry and employment training space.",4/10/07,"$1,153,961 ","$4,999,829 ",41.88844679,-87.71381354
1494,Chicago/Kingsbury,Barry Callebaut,601 W Chicago Av,"Barry Callebaut USA, LLC",609,"The Barry Callebaut project is located in the Chicago/Kingsbury TIF District. The economic development project consist of the redevelopment of 11,000 square feet by a chocolate manufacturer for the purpose of office space, headquarters, sales center and research and development.",12/6/06,"$880,000 ","$3,520,000 ",41.89636569,-87.64299108
1369,South Works Industrial,Solo Cup,3333 E 87th St,Solo Cup Company,208,"Located in South Chicago community area, the project includes site remediation, construction of 1,000,000 square foot industrial facility, and construction of a railroad spur.",9/28/99,"$22,090,000 ","$88,450,000 ",41.73737395,-87.54300522
1299,Kinzie Industrial Corridor,Nanoink,1337 W Randolph St,"Nanoink, Inc.",101,"The project includes rehabilitation of a 46,400 square foot laboratory, the mechanical engineering, and office building.",8/13/02,"$1,000,000 ","$5,940,753 ",41.88408229,-87.66034921
1355,Lawrence/Broadway,Gunnison Lofts,4840 N Broadway,"Gunnison St. Lofts, L.L.C. and Bridgeview Bank Group Trust No. 1-3074",188,"Located in the Uptown community, the project consists of rehabilitating an existing building.  The project will include 11,000 square feet of commercial space, 9 condominiums, including 5 affordable units, and 13,000 square foot basement with 23 parking spaces and storage units.",5/13/03,"$1,100,000 ","$8,531,412 ",41.970178,-87.65984901
1327,26th/King Drive,Mercy Hospital,2525 S Michigan Av,Mercy Hospital and Medical Center,142,"Located in the Near South Side community area, this project is for the rehabilitation of the main campus hospital building, site preparation for the sale of the eastern portion of the site for residential development, and other costs associated with the acquisition and environmental remediation for hospital parking rehab hospital, site prep, environmental remediation.",12/13/05,"$38,000,000 ","$263,151,638 ",41.84671696,-87.62336973
1270,Howard/Paulina,Howard Theater,1615 W Howard St,Howard Theater Limited,58,"Located in the Rogers Park community area, the project includes the rehabilitation of the Howard Theater into 40 affordable rental units and 10 commercial storefront spaces.  The 30,000 square feet of residential space will also include elevator accessibility for a portion of the units.",9/9/97,"$878,200 ","$3,790,000 ",42.01926996,-87.6720333
10496,Goose Island,UI Labs,1333 N Hickory Av,UI LABS,,"UI LABS is proposing to lease and build-out 94,000 square feet of the former, Republic Windows and Doors facility (350,000 s.f.) at 1333 North Hickory Ave. to house the DMDII, as well as be the headquarters of UI LABS.  The DMDII will be the nation's flagship research institute in digital manufacturing and design innovation with capabilities, innovation and collaboration necessary to transform American manufacturing. The hub will apply cutting edge mobile, cloud and high-performance computing technologies to manufacturing challenges.",6/10/14,"$10,000,000 ","$16,500,000 ",41.90673288,-87.65499541
11129,Humboldt Park Commercial,IGA - PBC - Humboldt Park Library,1605 N Troy St,Public Building Commission,,An intergovernmental agreement between the City of Chicago and Public Building Commission. This project includes renovation of an existing public library building and new construction of an addition.,1/13/11,"$4,500,000 ","$4,498,906 ",41.91033231,-87.70551941
1484,Northwest Industrial Corridor,IGA - CPD - Park 0132 - Greenbaum,4300 W Wabansia Av,Chicago Park District,595,Intergovernmental Agreement between the City of Chicago and the Chicago Park District,6/30/10,"$1,987,000 ","$2,525,793 ",41.91171972,-87.73377357
1328,Clark/Ridge,Ravenswood Sr Apts,1818 W Peterson Av,Ravenswood Partners of Illinois L.P.,143,"Located in the West Ridge community area, the project constructed a 9-story building for senior citizens.  There are 187 residential units for senior citizens and 65 parking spaces.",9/13/05,"$5,820,000 ","$34,387,474 ",41.99084916,-87.67599309
1558,LaSalle Central,MillerCoors,250 S Wacker Dr,MillerCoors LLC,768,"The project assisted in relocation of the corporate headquarters.   MillerCoors leased approximately 129,000 square feet of commercial office space.  The project includes build-out of tenant space, exterior roof line signage, and exterior facade sign.",3/10/09,"$5,775,000 ","$21,500,000 ",41.87813818,-87.637065
1436,Near North,River Village - Site G - Pointe,847 N Kingsbury St,"Kingsbury Larrabee, LLC",307,"Located in the Near North community, the project includes construction of a 7-story building with 102 condos including 11 affordable units at 100% area median income and 12 CHA units.  The project will also include 92 parking spaces, a green roof , and will have LEED Certification.",6/8/04,"$4,950,972 ","$30,455,000 ",41.89795842,-87.64317081
12419,Cicero/Archer,IGA - CBE - ADA - Hearst III,4640 S Lamon Av,Chicago Public Schools,,Intergovernmental Agreement between the City of Chicago and Chicago Board of Education,9/1/17,"$1,681,233 ","$3,900,733 ",41.80818821,-87.74576315
10772,47th/King Drive,IGA - CPD - Buckthorn Park,4330 S Calumet Av,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,3/18/15,"$200,000 ","$1,680,000 ",41.81567473,-87.6184713
1287,Canal/Congress,550 W. Jackson,550 W Jackson Bv,"550 Jackson Associates, LLC",80,"The project rehabilitates and expands an existing 100,000 square feet, 4-story building into a 407,000 square feet, 18-story office building that is aimed at technology companies.  The project will also include 250 parking spaces.",2/29/00,"$7,500,000 ","$79,440,032 ",41.87813182,-87.64158544
1255,Central Loop,Hostel,24 E Congress Dr,"American Youth Hostels-Chicago, Inc.",43,"Located in the Loop, the project redevelops the building into a 250 bed youth hostel, 120 dormitory rooms for Columbia College students, an international student center, and street retail on Wabash and Congress Pkwy.",9/8/98,"$3,530,000 ","$14,000,000 ",41.87578549,-87.62670643
1692,Fullerton/Milwaukee,Logan Theater,2636 N Milwaukee Av,2650 Milwaukee LLC,1113,"Located in the Logan Square community, the project will rehabilitate the existing Logan Theater which is approximately 18,000 square feet and eight adjacent storefronts which are approximately 10,000 square feet.  Rehabilitation of the Logan Theater will include repairing the historic marquee sign, installing new theater seats, rehabbing the lobby and building new ADA restrooms.",5/10/11,"$1,000,000 ","$5,620,358 ",41.92963324,-87.7085637
1427,Read/Dunning,Eli's Cheesecake,6701 W Forest Preserve Av,"Eli's Chicago's Finest, Inc.",297,"Located in the Dunning community area, the project consists of construction of 55,000 square foot warehouse/distribution building and other related improvements.",6/14/94,"$1,300,000 ","$8,537,000 ",41.95995019,-87.79409123
1311,43rd/Cottage Grove (DOH),Hearts Multi-Family 1,600 E Bowen Av,Hearts United L.P.,116,"Located in the Grand Boulevard community area, the project includes the construction of 16 residential structures containing 107 apartments of which 75 are affordable units at 60% area median income and 27 are leased by the Chicago Housing Authority.",5/12/98,"$4,112,216 ","$15,900,000 ",41.81952501,-87.61167625
1317,Devon/Sheridan,Loyola U - Lakeshore,1032 W Sheridan Rd,Loyola University Chicago,122,"Located in the Rogers Park community, the project will rehabilitate buildings at Loyola University's Lake Shore Campus which include interior and exterior renovation of Mundelein Center, Piper Hall, Coffey Hall, and Flanner Hall.  The project will also include streetscape infrastructure improvements along Sheridan Road.",9/13/05,"$20,400,000 ","$85,000,000 ",41.99833096,-87.65760103
1738,Near North,IGA - CPD - Park 0109 - Stanton,618 W Scott St,Chicago Park District,2052,Intergovernmental Agreement Between the City of Chicago and the Chicago Park District,1/18/12,"$3,500,000 ","$4,000,000 ",41.90515062,-87.64404661
1324,Bronzeville,Pershing Courts,3845 S State St,"Pershing & State, L.P.",138,"Located in the Douglas community, the project includes construction of a one 6-story mid-rise building with 80 residential units, all affordable units at 60% area median income and 80 parking spaces.",2/11/03,"$734,378 ","$17,546,609 ",41.82420114,-87.62627123
11036,River South,IGA - CTA - Blue Line Modernization River South,127 W Congress Pw,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA Pending,3/10/14,"$1,250,000 ","$63,000,000 ",41.87548909,-87.63160916
1577,Archer/Central,Shop and Save,5829 S Archer Av,"Archer Advisors, LLC and 5829 Archer Development, LLC",803,"The Shop and Save project is located on a 5.75 acre site in the Archer/Central TIF district. The project consists of renovating of the former Dominick's grocery store with new roof, HVAC, windows and flooring. In addition, 300 parking spaces and a 33,000 square foot loading area will be repaired.",11/18/08,"$3,000,000 ","$15,026,000 ",41.79601962,-87.75968337
11879,Bronzeville,Quad Communities  Arts and Recreation Center,435 E 35th St,Community Builders Inc.,,"The proposed project is a 30,000 square foot athletic, recreational, arts, educational and
community facility next to the Oakwood Shores CHA transformation project. The Chicago Park
District will operate and lease the facility. After 7 years, the building will be transferred to the
Chicago Park District permanently. 
The Chicago Park District and Chicago Public Schools will transfer land to the City, who will then
lease it to The Community Builders under a 19-25 year lease, and finally the Chicago Park
District will sublease the land from The Community Builders.",9/9/14,"$4,300,000 ","$17,567,328 ",41.83106499,-87.61553962
1771,Western/Ogden,IGA - CPD - Park ____ - Livingston Field,742 S Leavitt St,Chicago Park District,2125,An intergovernmental agreement between the City of Chicago and the Chicago Park District,5/1/11,"$3,000,000 ","$3,000,000 ",41.87197082,-87.68143417
1416,Lincoln/Belmont/Ashland,"Lincoln-Belmont-Ashland, LLC",3201 N Lincoln Av,"Lincoln/Belmont/Ashland, LLC",283,"Located in the Lakeview community, the project includes construction of a 90,000 square foot retail space, 176 parking spaces, 80 loft condos, and 47 townhomes.",9/13/94,"$7,671,036 ","$37,210,799 ",41.93979381,-87.66856528
502011,Western/Rock Island,Buona Beef,10633 S Western Av,Keystone Ventures LLC,,"Located in the Beverly Community, Beverly Western Partners/Buona Beef project includes is a 3,940 SF restaurant with drive-through service, a 2,100 SF retail building, and 28 off-street parking spaces. This TIF assistance request is in the amount of no more than $450K and will assist in the construction of new retail development within the Western/Rock Island TIF. The project will include the demolition of 3 existing buildings and the development of two commercial buildings and parking for 28 vehicles. The total project cost is $2.8 million.  The project is expected to generate approximately 50- 60 new jobs.

Beverly Western Partners LLC  is owned by Keystone Ventures, LLC (principal is Timothy Hague) and 1419 Properties, LLC (principal Carlo Buonavolanto )",6/10/14,"$450,000 ","$2,846,974 ",41.69991014,-87.68126757
10710,Bryn Mawr/Broadway,IGA - CTA - Bryn Mawr Red Line,1119 W Bryn Mawr Av,Chicago Transit Authority,,Agreement between the City of Chicago and the Chicago Transit Authority,5/24/13,"$10,000,000 ","$25,000,000 ",41.98353575,-87.65883132
1293,Midwest,Heritage Homes,704 S Kedzie Av,New West Kedzie LLC,87,"Located in East Garfield Park community, the project consists of purchasing City property for 102 new residential units on six scattered sites with a total living area of 137,000 square feet.  The project will include both market rate and affordable units, all of which will comply with the Chicago Standard Energy Star rating.  The units will include single family homes, townhouses, and condominiums.",8/10/04,"$2,800,000 ","$18,827,055 ",41.87259403,-87.70602693
1308,Central West,950 W Monroe Condo,950 W Monroe St,"950 W Monroe Development, LLC",111,"The project includes construction of a 9-story 99 condominium building, 105 parking spaces, 3,500 square feet of ground floor retail.  The project have 22 affordable units, including 10 CPAN units.",1/27/04,"$2,890,000 ","$34,500,000 ",41.88052495,-87.65169272
500258,Central West,IGA - West Haven Park,1900 W Washington St,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,1/15/14,"$3,050,000 ","$3,050,000 ",41.88329148,-87.67436359
500468,West Irving Park,Merrimac Park,6343 W Irving Park Rd,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,4/25/12,"$615,000 ","$615,000 ",41.95281566,-87.78582729
500254,Chicago/Kingsbury,Ward Park (4524),630 N Kingsbury St,Chicago Park District,,An intergovernmental agreement between the City of Chicago and the Chicago Park District,9/11/13,"$750,000 ","$750,000 ",41.893015,-87.64125791
1543,Western Avenue South,N. Center Sr. - Park - TACH,4040 N Oakley Av,TACH Development Company LLC,723,"Located in the North Center community, the project developed two park.  The Central Green Park is 20,000 square feet and Corner Park is 7,600 square feet.  Both parks include grassy open areas, walkways, benches, lighting, landscaping, and a fountain.",3/12/08,"$1,165,000 ","$2,468,000 ",41.95527387,-87.68622434
1251,Chicago/Kingsbury,Eport - 600 W Chicago,610 W Chicago Av,Eport 600 Property Owner L.L.C.,36,"Located in the Near North community, the project includes the construction and rehabilitation of several mixed-use facilities.  The project  includes a total of 1.7 million square feet of space, parking and street and streetscape improvements.",8/14/01,"$33,243,085 ","$286,675,924 ",41.89657818,-87.64341245
1248,Chatham Ridge,Havens - 87th Parnell,8505 S Parnell Av,Lakeshore 87th St Homes L.P.,32,"Located in Auburn Gresham, the project includes construction of 99 single family residential units.  The project consists of site preparation, infrastructure improvements, and reconstruction of Parnell Avenue from 83rd to 87th Street.",6/12/01,"$7,190,000 ","$28,845,118 ",41.7394293,-87.63750673
1679,63rd/Ashland,IGA - CPD - Park 1008 - Hermitage,5839 S Wood St,Chicago Park District,1071,An intergovernmental agreement between the City of Chicago and the Chicago Park District for development costs for construction of a new playground with a water spray feature to replace the outdated and non-ADA accessible play equipment.,4/13/11,"$400,000 ","$600,000 ",41.78728002,-87.66911645
1278,Central Loop,Sears - One North Dearborn,1 N Dearborn St,1 North Dearborn Trust,68,"Located in the Loop, the project includes the renovation of 243,000 square feet for a full-line Sears Department store to be located on the lower level and the first four floors of the 17-story building.",9/2/99,"$13,515,833 ","$127,397,000 ",41.88202981,-87.62925644
11066,Midwest,IGA - Garfield Park Dome,120 N Central Park Dr,Chicago Park District,,"An intergovernmental agreement between the City of Chicago and Chicago Park District. The project includes restoration of the Gold Dome roof, masonry, historic terra cotta, vaulted veranda, stairways, ramps, and miscellaneous interior repairs.",6/3/14,"$2,500,000 ","$2,500,000 ",41.88365081,-87.71601582
1433,Stockyards SEQ,Marina Cartage,4450 S Morgan St,Marina Cartage,304,"Located in the New City community area, the project includes construction of 32,000 square foot building for use as a truck maintenance, warehouse, dispatch and service facility.",12/12/95,"$1,135,972 ","$4,543,888 ",41.81274742,-87.65066589
1305,River West,Blommer Chocolate,600 W Kinzie St,Blommer Chocolate Co.,108,"The project includes expanding the existing 1.3 acre site of the chocolate factory into a 5.5 acre industrial campus.  Blommer Chocolate will also purchase and install approximately $31 million of new equipment and create an industrial campus to accommodate increased productivity and alleviate traffic congestion on public ways. The plans for the campus include a truck staging area, a new truck scale, a new brick fence and landscaping, and construction of a 15,725 square foot shelter to house bean dumping and cleaning functions.",10/12/04,"$8,000,000 ","$38,609,580 ",41.88915824,-87.64294895
1788,Near North,IGA - CPD - Park ____ - W Chicago Ave Fieldhouse,410 W Chicago Av,Chicago Park District,2156,WEST CHICAGO AVENUE FIELDHOUSE,11/17/10,"$5,000,000 ","$15,000,000 ",41.89663498,-87.63916349
1377,43rd/Damen,Farley Candy,2100 W 43rd St,Farley Candy Co. and Farley L.L.C.,224,"Located in the New City community area, the project includes the purchase of five buildings totaling 535,000 square feet for warehouse/distribution use.",6/14/94,"$3,000,000 ","$11,000,000 ",41.81587325,-87.6775062
1544,Hollywood/Sheridan,Hollywood House Apts,5700 N Sheridan Rd,"Heartland Housing, Inc",725,"The Hollywood House Apartment project is located in the Hollywood/Sheridan TIF district. The housing project consists of the rehabilitation of an existing building, containing 197 rental units and 3200 Square feet of ground floor commercial. 177 units will be affordable.",7/8/08,"$9,900,000 ","$36,942,434 ",41.9856411,-87.65538854
1550,47th/Halsted,IGA - CPD - Park 1025 - Taylor Lauridsen - I,647 W Root St,Chicago Park District,734,An intergovernmental agreement between the City of Chicago and Chicago Park District.,4/29/08,"$2,500,000 ","$9,450,064 ",41.81885699,-87.64280068
1060,Western/Ogden,The American National Red Cross - Rauner Center,2200 W Harrison St,The American National Red Cross,,"The American National Red Cross Rauner Center project is located in the Western/Ogden TIF district. The project consists of the relocation of a blood distribution/collection center from 310 S. Racine to 2200 W. Harrison Avenue. The project includes the relocation project is to include the expansion, redesign and reconfiguration of existing vacant office space at the Rauner Center, and the retention and creation of 116 jobs.",7/10/12,"$500,000 ","$2,625,056 ",41.8740732,-87.68146954
12421,Central West,IGA - CBE - Skinner West Elementary - Annex Construction,1260 W Adams St,Chicago Public Schools,,Construction of a four-story annex that will relieve overcrowding at an existing school.,9/1/17,"$10,000,000 ","$30,000,000 ",41.87913069,-87.65937102
1651,Bronzeville,IGA - CPD - Park 0267 - Dunbar,300 E 31st St,Chicago Park District,1036,An intergovernmental agreement between the City of Chicago and the Chicago Park District,2/5/10,"$1,000,000 ","$2,000,000 ",41.83849698,-87.62015738
1247,River West,Jewel - Kinzie DesPlaines,360 N Desplaines St,"Jewel Foods Stores, Inc.",23,"The project includes the construction of a 66,000 square foot two level grocery store.  The 2.6 acre site will also include 159 stall parking deck which will be located over the Metra tracks.",3/8/05,"$4,750,000 ","$19,200,000 ",41.88860884,-87.64446991
12090,Division/Homan,IGA - CPD - Humbolt Park Batting Cages,1400 N Sacramento Av,Chicago Park District,,"$325,000 from the Division Homan TIF will be provided to the Chicago Park District to construct new automated batting cages at Humbolt Park.  The batting cages will be made available to the public and free of charge.  

The total cost to construct the batting cages is $656,350.  The remainder of the funds will be provided through the Park District capital program.",3/29/17,"$325,000 ","$656,350 ",41.86289482,-87.70215997
11067,Pulaski Corridor,IGA - CBE - Ames Elementary,1920 N Hamlin Av,Chicago Public Schools,,Intergovernmental agreement with Chicago Board of Education for provision of Tax Increment Financing (TIF) assistance for improvements and grade expansion at Marine Leadership Academy at Ames School.,9/15/15,"$4,500,000 ","$5,108,000 ",41.91605519,-87.72177945
10739,35th/Halsted,IGA - PBC - Ramova Theater,3518 S Halsted St,Public Building Commission,,An Intergovernmental agreement between the City of Chicago and the Public Building Commission,5/9/12,"$300,038 ","$300,038 ",41.83013493,-87.64623966
11030,Ogden/Pulaski,Montclare SLF - Lawndale,4315 W 18th Pl,"Montclare Senior Residences SLF of Lawndale, LLC",,"The project will provide 120 housing units of which 108 units or 90 percent will be affordable for households earning no more than 60 percent of the area median income. The project is a supportive living facility that will provide housing and supportive services for seniors ages 65 and older. The goal is to create a contemporary, vibrant and healthy living environment for
seniors.",3/10/15,"$2,000,000 ","$27,607,047 ",41.85577769,-87.73308902
1555,119th/I-57,Marshfield Plaza,11730 S Marshfield Av,"Primestor 119, LLC",760,"Located in the Morgan Park community, the project includes construction and rehabilitation of 415,000 square feet retail shopping center.  The retail shopping center includes two anchor stores, three junior anchors, five outlots, and 1,700 parking spaces.",12/13/05,"$26,600,000 ","$120,773,223 ",41.68033221,-87.66258468
1708,47th/King Drive,IGA - Harold Washington Cultural Center,4701 S Dr Martin Luther King Jr Dr,Board of Trustees Community College,1141,An intergovernmental agreement between the City of Chicago and the Public Building Commission,11/3/10,"$1,468,172 ","$1,468,172 ",41.8092952,-87.61643967
10892,Englewood Mall,63rd & Halsted Site Prep,6258 S Halsted St,Chicago Neighborhood Initiative,,"The City of Chicago proposes to enter into a contractual agreement with Chicago Neighborhood Initiatives for the purpose of remediation, site preparation and infrastructure work and maintenance agreement of the City owned property at the NWC of 63rd Street and Halsted Street.",1/14/14,"$12,000,000 ","$12,000,000 ",41.77979442,-87.64493419
1376,24th/Michigan,Hilliard Homes - II,2030 S State St,Hilliard Homes ll LP,223,"Located in the Near South Side community, the project is a second phase of renovating two residential structures containing 327 affordable apartments with all units at 60% area median income.     NOTE:......Due to the various discrepancies noted on the FY 2017 Tenant Profile Compliance Reports (TPCR) , we are currently unable to verify the actual number of 31-50% or 51-60% AMI designated Units. For instance, while the Regulatory Agreement states that at least 20% (or 67) of the 327 Units shall be occupied by Low Income Families (51-60% AMI), the actual TPCR states there are over 597 Low Income Family Units at various AMI%'s.  Explanations are required from Property Management. --- dvh 12/20/17.",10/10/00,"$1,540,000 ","$51,112,000 ",41.85453503,-87.62726774
1611,Wilson Yard,Mercy Housing - Eastwood Sheridan,4946 N Sheridan Rd,Mercy Housing Lakefront; HWA 850 Eastwood LP,923,"Located in the Uptown community, the project will rehabilitate 300 residential units in two buildings. 280 affordable units will have a 60% area median income. 273 of the units are tax credit eligible.",1/12/10,"$3,000,000 ","$61,259,738 ",41.97294612,-87.65506713
11041,47th/State,IGA - CBE - Burke HS,5356 S Dr Martin Luther King Jr Dr,Chicago Public Schools,,Burke High School - IGA pending,8/12/13,"$1,000,000 ","$1,200,000 ",41.79679285,-87.61617809
1650,Clark/Montrose,IGA - CPD - Park 0103 - Chase,4701 N Ashland Av,Chicago Park District,1034,"Site preparation for the installation of a new
playground, installation of equipment and playground surfaces, path and landscaping
improvements, and field house fitness improvements.",5/12/09,"$300,000 ","$655,000 ",41.96714616,-87.66925195
12418,Ogden/Pulaski,IGA - CBE - ADA - Mason III,4217 W 18th St,Chicago Public Schools,,Intergovernmental Agreement between the City of Chicago and Chicago Board of Education,9/1/17,"$916,931 ","$916,931 ",41.85685194,-87.73049117
1256,Canal/Congress,Union Station Health Club,444 W Jackson Bv,"UNION STATION REDEVELOPMENT, L.L.C.,",44,"Located in the Loop, the project includes rehabilitation and renovation of 68,000 square foot building.  The complete interior demotion of the project will rehabilitate the building as a 60,500 square feet fitness center and 7,500 square feet medical and wellness center to be operated by Rush Presbyterian St. Luke's Medical Center or an affiliate or other operator.  The project also consists of retail on the main floor, outdoor riverfront seating, and public improvements.",2/29/00,"$2,200,000 ","$13,800,000 ",41.87815538,-87.63949996
1321,West Ridge Peterson,Target - Peterson Ave,2112 W Peterson Av,Target Corp.,133,"Located in the West Ridge community area, the project includes construction of a 160,000 square feet Target store with 503 parking spaces on the ground level.  The developer will design and construct the building in a manner that will allow it to receive LEED certification and construct a green roof that covers 50% of the net roof area.",2/8/05,"$4,600,000 ","$40,448,695 ",41.99072922,-87.68297945
1312,43rd/Cottage Grove (DOH),Hearts Multi-Family 2,4258 S Langley Av,Hearts United Phase ll L.P.,117,"Located in Grand Boulevard, the project includes construction of 16 residential structures containing 107 apartments; 75 affordable units at 60% area median income and 27 that are leased by the Chicago Housing Authority.",3/28/00,"$3,400,000 ","$17,562,026 ",41.81686145,-87.60933602
10380,Western/Rock Island,IGA - Morgan Park Sports Center,11521 S Western Av,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,8/5/14,"$10,000,000 ","$18,236,206 ",41.68386717,-87.68076167
