ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
500080,Woodlawn,The Strand,6315 S Cottage Grove Av,"Historic Strand, LP",,"The former Strand Hotel is a city-owned building located at 6315 S. Cottage Grove.  The developer, Holsten R.E. Development is seeking to rehabilitate the existing building into affordable multifamily housing targeting veterans and others with household incomes at or below 60% of AMI.  The Strand is a five story brick structure with stone accents.  Upon completion the development will include 62 one-bedroom units and 1 two-bedroom managers unit.  The site also includes an adjacent vacant parcel in the rear of the building, at 6314 S. Maryland, that will be redeveloped into a parking lot with an estimated 28 parking spaces.",04/08/2014,$2000000,$22916932,1182690.738188928,1863235.377265526,41.779926504,-87.605772938,"(41.779926504278, -87.605772938334)"
10627,Homan/Arthington,UCAN CITY TIF,3600 W Fillmore St,Uhlich Children's Advantage Network,,"The proposed project consists of the new construction of a 7 acre Chicagoland institute for transforming youth (CITY) campus.  This development will include two buildings, recreational and open green space, total parking includes 103 spaces. One building will house a three-story, 54,500 square- foot youth home with a maximum of 70 beds. Each living unit will include small kitchens and group rooms. Plans also include a music room, art therapy room, media room and game room. This building will also have an indoor gymnasium and weight room.

The second building will house a two-story 31,200 square foot program office to provide expanded outreach services focusing on areas case management, family support services, workforce development, clinical and counseling services, mentoring and violence interruption/prevention.  
The development will also consist of outdoor recreation space that will include green space and an athletic field.  Both buildings will use energy efficient building construction.",09/10/2013,$2500000,$39086515,1152501.662279728,1895174.475437083,41.868219251,-87.715609117,"(41.868219251217, -87.715609116612)"
1686,73rd/University,Comer Foundation,7320 S South Chicago Av,Comer Science Education Foundation,1105,"Comer Youth Garden project, located within the Greater Grand Crossing community area, includes a negotiated sale of 1.75 acres of City-owned property to Comer Science and Education Foundation.  The final build out of the you garden included expanding the growing areas, number of hoop houses, constructing a farmer's market area, bike parking, garden storage area, and a wind turbine to assist with garden irrigation.",04/12/2011,$652796,$2160775,1184304.195293257,1856631.780209232,41.761768007,-87.600064253,"(41.761768007063, -87.600064252949)"
1680,Hollywood/Sheridan,IGA - CPD - Park 0385 - Buttercup,4901 N Sheridan Rd,Chicago Park District,1072,"An intergovernmental agreement between the City of Chicago and the Chicago Park District for the overall park development, design and build new ADA accessible playground and spray feature.",04/13/2011,$1000000,$1000000,1168782.860111104,1932996.778821632,41.971668655,-87.654738954,"(41.971668654968, -87.654738954123)"
1442,Western Avenue South,N. Center Sr. - Belle Plaine Condo,2335 W Belle Plaine Av,North Center Associates LLC,362,"Located in the North Center community, the project includes the construction of a 141,000 square foot five-story senior condominium building.  The project provides a minimum of 50 affordable housing units for senior households earning no more than 80% area median income and the remaining 47 units will be priced below market rate.  The senior condominium building includes a community room, exercise room, library, and 112 parking spaces.",05/09/2006,$3380000,$27465722,1159911.601853147,1927126.641619041,41.955748886,-87.687522433,"(41.955748886261, -87.68752243257)"
1668,Wilson Yard,IGA - CTA - Station Improvements,4620 N Broadway,Chicago Transit Authority,1057,An intergovernmental Agreement between the City of Chicago and Chicago Transit Authority.,05/16/2011,$3000000,$203000000,1167921.054353507,1930894.982853904,41.965919947,-87.657968837,"(41.965919947086, -87.65796883689)"
11923,53rd Street,Hyatt Place Chicago At Hyde Park TIF,5223 S Harper Av,Smart Hotels/Olympia Chicago,,"Located in the Hyde Park community, the project will construct an 84,000 square feet, six story hotel with 131 rooms and will also include 50 underground parking spaces. The amenities include a small work out facility, swimming pool, conference rooms, and meeting facilities for business travelers and community groups.",03/13/2012,$2901146,$28500090,1187223.28883834,1870676.405922466,41.800238823,-87.588919989,"(41.800238822724, -87.588919988707)"
10632,South Works Industrial,IGA - CPD - Steelworks Park (Park 523),3801 E 87th St,Chicago Park District,,"Steelworkers Park (Park 523) is located at 3801 E. 87th Street in the East Side Community Area. The requested $676,000 from South Works TIF funding will be used for removal of old debris remaining from the sites history as a steel plant, creating of a sculpture, fencing, fencing, water drinking fountain, lighting, benches, plantings, creating a climbing wall on the old ore walls, and driveway improvements. 

The park is a component to complete public ownership of the lakefront.

Funding sources:   $676,000 South Works Industrial TIF (100%) 

Project budget:
sculpture                $190,000
fencing                   $130,000
debris removal       $  56,000
utilities                    $180,000
climbing wall           $  60,000
grading                  $   20,000
surveys                  $   20,000
driveway                 $  20,000
Total =                   $ 676,000

TTF approved full amount, but not to include any costs for the sculpture.",11/04/2014,$676000,$676000,1202840.849846766,1848079.883318335,41.737847405,-87.532418773,"(41.737847405322, -87.53241877253)"
1410,Edgewater,Edgewater Broadway Plaza,5227 N Broadway,First National Realty & American National,277,"Located in the Edgewater community area, the project includes the construction of three 1-story buildings totally 52,000 square feet of space and one outlot for use as a multi-tenant retail mall.",01/30/1990,$1100000,$5900000,1167406.929706712,1934983.691336417,41.977150599,-87.659740963,"(41.977150598691, -87.659740962895)"
1435,West Ridge Peterson,Venture - Peterson Ave,2036 W Peterson Av,May Company,306,"Located in the West Ridge community area, the project constructed a 110,000 square foot shopping center.",08/27/1986,$3000000,$12000000,1161506.429958194,1939897.646048881,41.990759945,-87.681302158,"(41.990759944824, -87.681302157692)"
1670,Humboldt Park Commercial,Resurrection University,1431 N Claremont Av,Saint Mary and Elizabeth Medical Center; and Resurrection University,1062,"The Resurrection University project is located in the Humboldt Park Commercial TIF district. The project consists of the relocation of Resurrection University from Oak Park to the former Saint Elizabeth Hospital in Wicker Park. Resurrection University will occupy parts of the first floor, which will include a new student lounge and library. The campus also will occupy the 6th, 7th, and 8th floors for classrooms, administration, an advanced simulation lab, faculty space and staff offices.",03/08/2011,$4738179,$13537654,1160516.423687001,1909594.570041928,41.907627208,-87.685785759,"(41.907627207524, -87.685785758638)"
10776,Pilsen Industrial Corridor,IGA - CPD - Dvorak Park,1119 W Cullerton St,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,03/18/2015,$996438,$1596438,1169344.83783134,1890530.074482779,41.855125399,-87.653909513,"(41.855125399084, -87.653909512903)"
12320,Kinzie Industrial Corridor,The Hatchery,3100 W Lake St,IFF,,"Located in the East Garfield Park Community, The Hatchery is an approximately 67,000 square foot food entrepreneur incubator/office space. The Project includes food grade flexible space and business support services. It is the planned new headquarters for Accion. Project includes new construction and the renovation of a building currently on site. The Project will be located on a 3.6 acre site on 3100 block of West Lake Street.",08/08/2017,$7172228,$32375500,1155657.648992895,1901066.851361567,41.884325626,-87.703864152,"(41.884325626424, -87.703864151691)"
1710,Central Loop,Goodman Theater,170 N Dearborn St,Chicago Theater Group,1143,"Located in the Loop, the project includes construction of a new 800 seat theater, renovation and reconstruction of the exisiting Selwyn and Harris theaters, including the restoration and preservation of their facades, to accommodate a smaller, more flexible 400-seat theater.  The project also includes the development of the vacant northwest corner of Randolph and Dearborn Streets to accommodate lobby, a restaurant, and retail uses complementary to the development.",07/08/1997,$18800000,$59583000,1175871.193084609,1901521.523607788,41.885142426,-87.629624335,"(41.88514242566, -87.629624335144)"
1235,71st/Stony Island,Starbuck's - Stony Island,7101 S Stony Island Av,"BMG Stony Island, LLC",9,"The project will construct a free-standing Starbucks Coffee Company store of 1,626 square feet.  In addition to in-store seating, this Starbucks store will have a drive-through service window and an outdoor seating area.  On site parking will be provided for 13 cars and 6 stacking spaces are provided in the drive-up lane.",05/13/2003,$225000,$1400000,1188190.187721917,1858184.439913174,41.765936859,-87.585772423,"(41.765936858728, -87.585772423353)"
1584,87th/Cottage Grove,IGA - PBC - Whitney Young Library,7901 S Dr Martin Luther King Jr Dr,Public Building Commission,812,Agreement between the City of Chicago and the PBC,04/22/2009,$1000000,$13481299,1180314.087539662,1852683.292026462,41.75102533,-87.61480915,"(41.751025330398, -87.614809150056)"
1751,Lawrence/Kedzie,IGA - PBC - Albany Park Library,5150 N Kimball Av,Public Building Commission,2084,An intergovernmental agreement between the City of Chicago and the Public Building Commission,11/02/2011,$15000000,$15345000,1152738.715607592,1934228.175283259,41.975381251,-87.71370286,"(41.975381250635, -87.713702860082)"
1501,Chicago/Central Park,Breakthrough Urban Ministries,402 N Saint Louis Av,Breakthrough Urban Ministries,618,"Breakthrough Urban Ministries is a non-profit organization that assists people struggling with drug addiction.  The project includes the rehabilitation of a 24,000 square foot warehouse to have a thirty bed shelter for men, five Single Room Occupancy units, developer's offices, social services facilities, communal kitchen, a food pantry and employment training space.",04/10/2007,$1153961,$4999829,1152937.526179093,1902548.883151193,41.88844679,-87.713813542,"(41.888446789639, -87.713813541587)"
1494,Chicago/Kingsbury,Barry Callebaut,601 W Chicago Av,"Barry Callebaut USA, LLC",609,"The Barry Callebaut project is located in the Chicago/Kingsbury TIF District. The economic development project consist of the redevelopment of 11,000 square feet by a chocolate manufacturer for the purpose of office space, headquarters, sales center and research and development.",12/06/2006,$880000,$3520000,1172198.480693976,1905581.715248041,41.896365692,-87.642991082,"(41.896365692487, -87.642991082216)"
1369,South Works Industrial,Solo Cup,3333 E 87th St,Solo Cup Company,208,"Located in South Chicago community area, the project includes site remediation, construction of 1,000,000 square foot industrial facility, and construction of a railroad spur.",09/28/1999,$22090000,$88450000,1199953.090837608,1847880.647149619,41.737373946,-87.543005218,"(41.737373946305, -87.543005217892)"
1299,Kinzie Industrial Corridor,Nanoink,1337 W Randolph St,"Nanoink, Inc.",101,"The project includes rehabilitation of a 46,400 square foot laboratory, the mechanical engineering, and office building.",08/13/2002,$1000000,$5940753,1167507.74238905,1901068.099940096,41.884082289,-87.660349208,"(41.884082288514, -87.660349208157)"
1355,Lawrence/Broadway,Gunnison Lofts,4840 N Broadway,"Gunnison St. Lofts, L.L.C. and Bridgeview Bank Group Trust No. 1-3074",188,"Located in the Uptown community, the project consists of rehabilitating an existing building.  The project will include 11,000 square feet of commercial space, 9 condominiums, including 5 affordable units, and 13,000 square foot basement with 23 parking spaces and storage units.",05/13/2003,$1100000,$8531412,1167397.52643062,1932442.610433074,41.970177997,-87.659849007,"(41.970177996889, -87.659849007291)"
1327,26th/King Drive,Mercy Hospital,2525 S Michigan Av,Mercy Hospital and Medical Center,142,"Located in the Near South Side community area, this project is for the rehabilitation of the main campus hospital building, site preparation for the sale of the eastern portion of the site for residential development, and other costs associated with the acquisition and environmental remediation for hospital parking rehab hospital, site prep, environmental remediation.",12/13/2005,$38000000,$263151638,1177690.143926885,1887533.37299816,41.846716957,-87.623369728,"(41.846716956646, -87.623369727612)"
1270,Howard/Paulina,Howard Theater,1615 W Howard St,Howard Theater Limited,58,"Located in the Rogers Park community area, the project includes the rehabilitation of the Howard Theater into 40 affordable rental units and 10 commercial storefront spaces.  The 30,000 square feet of residential space will also include elevator accessibility for a portion of the units.",09/09/1997,$878200,$3790000,1163945.959028077,1950306.207793904,42.019269958,-87.672033297,"(42.019269958016, -87.672033296624)"
10496,Goose Island,UI Labs,1333 N Hickory Av,UI LABS,,"UI LABS is proposing to lease and build-out 94,000 square feet of the former, Republic Windows and Doors facility (350,000 s.f.) at 1333 North Hickory Ave. to house the DMDII, as well as be the headquarters of UI LABS.  The DMDII will be the nation's flagship research institute in digital manufacturing and design innovation with capabilities, innovation and collaboration necessary to transform American manufacturing. The hub will apply cutting edge mobile, cloud and high-performance computing technologies to manufacturing challenges.",06/10/2014,$10000000,$16500000,1168900.365161506,1909333.452317685,41.906732877,-87.654995409,"(41.906732877369, -87.654995408504)"
11129,Humboldt Park Commercial,IGA - PBC - Humboldt Park Library,1605 N Troy St,Public Building Commission,,An intergovernmental agreement between the City of Chicago and Public Building Commission. This project includes renovation of an existing public library building and new construction of an addition.,01/13/2011,$4500000,$4498906,1155137.563754018,1910540.376060694,41.910332308,-87.70551941,"(41.910332307505, -87.705519410161)"
1484,Northwest Industrial Corridor,IGA - CPD - Park 0132 - Greenbaum,4300 W Wabansia Av,Chicago Park District,595,Intergovernmental Agreement between the City of Chicago and the Chicago Park District,06/30/2010,$1987000,$2525793,1147443.367658861,1910990.926146446,41.911719724,-87.733773572,"(41.911719723916, -87.733773572273)"
1328,Clark/Ridge,Ravenswood Sr Apts,1818 W Peterson Av,Ravenswood Partners of Illinois L.P.,143,"Located in the West Ridge community area, the project constructed a 9-story building for senior citizens.  There are 187 residential units for senior citizens and 65 parking spaces.",09/13/2005,$5820000,$34387474,1162949.471947986,1939941.189311289,41.990849158,-87.675993088,"(41.990849157684, -87.675993088364)"
1558,LaSalle Central,MillerCoors,250 S Wacker Dr,MillerCoors LLC,768,"The project assisted in relocation of the corporate headquarters.   MillerCoors leased approximately 129,000 square feet of commercial office space.  The project includes build-out of tenant space, exterior roof line signage, and exterior facade sign.",03/10/2009,$5775000,$21500000,1173865.784686848,1898952.655000051,41.878138181,-87.637064995,"(41.878138181156, -87.637064995202)"
1436,Near North,River Village - Site G - Pointe,847 N Kingsbury St,"Kingsbury Larrabee, LLC",307,"Located in the Near North community, the project includes construction of a 7-story building with 102 condos including 11 affordable units at 100% area median income and 12 CHA units.  The project will also include 92 parking spaces, a green roof , and will have LEED Certification.",06/08/2004,$4950972,$30455000,1172144.879723151,1906161.711563183,41.897958419,-87.643170811,"(41.897958419432, -87.643170810749)"
12419,Cicero/Archer,IGA - CBE - ADA - Hearst III,4640 S Lamon Av,Chicago Public Schools,,Intergovernmental Agreement between the City of Chicago and Chicago Board of Education,09/01/2017,$1681233,$3900733,1144438.1109691,1873241.76554852,41.808188211,-87.745763152,"(41.80818821124, -87.745763152308)"
10772,47th/King Drive,IGA - CPD - Buckthorn Park,4330 S Calumet Av,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,03/18/2015,$200000,$1680000,1179118.933389985,1876232.774260345,41.815674732,-87.618471297,"(41.815674731995, -87.618471296869)"
1287,Canal/Congress,550 W. Jackson,550 W Jackson Bv,"550 Jackson Associates, LLC",80,"The project rehabilitates and expands an existing 100,000 square feet, 4-story building into a 407,000 square feet, 18-story office building that is aimed at technology companies.  The project will also include 250 parking spaces.",02/29/2000,$7500000,$79440032,1172634.738308871,1898940.381498952,41.878131818,-87.641585436,"(41.878131817732, -87.641585436372)"
1255,Central Loop,Hostel,24 E Congress Dr,"American Youth Hostels-Chicago, Inc.",43,"Located in the Loop, the project redevelops the building into a 250 bed youth hostel, 120 dormitory rooms for Columbia College students, an international student center, and street retail on Wabash and Congress Pkwy.",09/08/1998,$3530000,$14000000,1176693.823487716,1898118.392037464,41.87578549,-87.626706425,"(41.87578548952, -87.62670642509)"
1692,Fullerton/Milwaukee,Logan Theater,2636 N Milwaukee Av,2650 Milwaukee LLC,1113,"Located in the Logan Square community, the project will rehabilitate the existing Logan Theater which is approximately 18,000 square feet and eight adjacent storefronts which are approximately 10,000 square feet.  Rehabilitation of the Logan Theater will include repairing the historic marquee sign, installing new theater seats, rehabbing the lobby and building new ADA restrooms.",05/10/2011,$1000000,$5620358,1154257.680418304,1917567.605113074,41.929633236,-87.708563702,"(41.929633236413, -87.708563701785)"
1427,Read/Dunning,Eli's Cheesecake,6701 W Forest Preserve Av,"Eli's Chicago's Finest, Inc.",297,"Located in the Dunning community area, the project consists of construction of 55,000 square foot warehouse/distribution building and other related improvements.",06/14/1994,$1300000,$8537000,1130914.982004217,1928457.186739415,41.959950186,-87.794091232,"(41.959950185559, -87.794091231646)"
1311,43rd/Cottage Grove (DOH),Hearts Multi-Family 1,600 E Bowen Av,Hearts United L.P.,116,"Located in the Grand Boulevard community area, the project includes the construction of 16 residential structures containing 107 apartments of which 75 are affordable units at 60% area median income and 27 are leased by the Chicago Housing Authority.",05/12/1998,$4112216,$15900000,1180959.466354623,1877651.282413198,41.819525014,-87.611676254,"(41.81952501396, -87.611676254226)"
1317,Devon/Sheridan,Loyola U - Lakeshore,1032 W Sheridan Rd,Loyola University Chicago,122,"Located in the Rogers Park community, the project will rehabilitate buildings at Loyola University's Lake Shore Campus which include interior and exterior renovation of Mundelein Center, Piper Hall, Coffey Hall, and Flanner Hall.  The project will also include streetscape infrastructure improvements along Sheridan Road.",09/13/2005,$20400000,$85000000,1167927.906200052,1942706.518547222,41.998330957,-87.657601028,"(41.998330957076, -87.657601028331)"
1738,Near North,IGA - CPD - Park 0109 - Stanton,618 W Scott St,Chicago Park District,2052,Intergovernmental Agreement Between the City of Chicago and the Chicago Park District,01/18/2012,$3500000,$4000000,1171885.387640828,1908780.636280952,41.905150621,-87.644046605,"(41.90515062126, -87.644046605245)"
1324,Bronzeville,Pershing Courts,3845 S State St,"Pershing & State, L.P.",138,"Located in the Douglas community, the project includes construction of a one 6-story mid-rise building with 80 residential units, all affordable units at 60% area median income and 80 parking spaces.",02/11/2003,$734378,$17546609,1176967.119721691,1879322.167644163,41.824201142,-87.626271227,"(41.824201142078, -87.626271226523)"
11036,River South,IGA - CTA - Blue Line Modernization River South,127 W Congress Pw,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA Pending,03/10/2014,$1250000,$63000000,1175359.480102977,1897999.428950864,41.875489088,-87.631609163,"(41.875489087867, -87.631609163258)"
1577,Archer/Central,Shop and Save,5829 S Archer Av,"Archer Advisors, LLC and 5829 Archer Development, LLC",803,"The Shop and Save project is located on a 5.75 acre site in the Archer/Central TIF district. The project consists of renovating of the former Dominick's grocery store with new roof, HVAC, windows and flooring. In addition, 300 parking spaces and a 33,000 square foot loading area will be repaired.",11/18/2008,$3000000,$15026000,1140672.648412313,1868781.976068995,41.796019624,-87.759683367,"(41.796019624453, -87.759683367185)"
11879,Bronzeville,Quad Communities  Arts and Recreation Center,435 E 35th St,Community Builders Inc.,,"The proposed project is a 30,000 square foot athletic, recreational, arts, educational and
community facility next to the Oakwood Shores CHA transformation project. The Chicago Park
District will operate and lease the facility. After 7 years, the building will be transferred to the
Chicago Park District permanently. 
The Chicago Park District and Chicago Public Schools will transfer land to the City, who will then
lease it to The Community Builders under a 19-25 year lease, and finally the Chicago Park
District will sublease the land from The Community Builders.",09/09/2014,$4300000,$17567328,1179871.249648493,1881847.580990437,41.831064988,-87.615539621,"(41.831064988409, -87.615539621386)"
1771,Western/Ogden,IGA - CPD - Park ____ - Livingston Field,742 S Leavitt St,Chicago Park District,2125,An intergovernmental agreement between the City of Chicago and the Chicago Park District,05/01/2011,$3000000,$3000000,1161799.671754797,1896610.375920687,41.87197082,-87.681434168,"(41.871970819966, -87.681434167641)"
1416,Lincoln/Belmont/Ashland,"Lincoln-Belmont-Ashland, LLC",3201 N Lincoln Av,"Lincoln/Belmont/Ashland, LLC",283,"Located in the Lakeview community, the project includes construction of a 90,000 square foot retail space, 176 parking spaces, 80 loft condos, and 47 townhomes.",09/13/1994,$7671036,$37210799,1165113.096812305,1921351.989551813,41.939793808,-87.668565279,"(41.939793807636, -87.668565278727)"
502011,Western/Rock Island,Buona Beef,10633 S Western Av,Keystone Ventures LLC,,"Located in the Beverly Community, Beverly Western Partners/Buona Beef project includes is a 3,940 SF restaurant with drive-through service, a 2,100 SF retail building, and 28 off-street parking spaces. This TIF assistance request is in the amount of no more than $450K and will assist in the construction of new retail development within the Western/Rock Island TIF. The project will include the demolition of 3 existing buildings and the development of two commercial buildings and parking for 28 vehicles. The total project cost is $2.8 million.  The project is expected to generate approximately 50- 60 new jobs.

Beverly Western Partners LLC  is owned by Keystone Ventures, LLC (principal is Timothy Hague) and 1419 Properties, LLC (principal Carlo Buonavolanto )",06/10/2014,$450000,$2846974,1162320.536475482,1833913.034973129,41.699910143,-87.681267567,"(41.699910143372, -87.681267567371)"
10710,Bryn Mawr/Broadway,IGA - CTA - Bryn Mawr Red Line,1119 W Bryn Mawr Av,Chicago Transit Authority,,Agreement between the City of Chicago and the Chicago Transit Authority,05/24/2013,$10000000,$25000000,1167635.950625391,1937312.418694617,41.983535745,-87.658831318,"(41.983535745183, -87.658831318209)"
1293,Midwest,Heritage Homes,704 S Kedzie Av,New West Kedzie LLC,87,"Located in East Garfield Park community, the project consists of purchasing City property for 102 new residential units on six scattered sites with a total living area of 137,000 square feet.  The project will include both market rate and affordable units, all of which will comply with the Chicago Standard Energy Star rating.  The units will include single family homes, townhouses, and condominiums.",08/10/2004,$2800000,$18827055,1155099.958213456,1896787.563474677,41.872594032,-87.706026925,"(41.872594031981, -87.706026924951)"
1308,Central West,950 W Monroe Condo,950 W Monroe St,"950 W Monroe Development, LLC",111,"The project includes construction of a 9-story 99 condominium building, 105 parking spaces, 3,500 square feet of ground floor retail.  The project have 22 affordable units, including 10 CPAN units.",01/27/2004,$2890000,$34500000,1169875.267289818,1899790.412981835,41.880524949,-87.651692715,"(41.88052494896, -87.651692715423)"
500258,Central West,IGA - West Haven Park,1900 W Washington St,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,01/15/2014,$3050000,$3050000,1163693.734948679,1900750.314973358,41.883291482,-87.674363585,"(41.88329148186, -87.674363584528)"
500468,West Irving Park,Merrimac Park,6343 W Irving Park Rd,Chicago Park District,,An intergovernmental agreement between the City of Chicago and Chicago Park District.,04/25/2012,$615000,$615000,1133179.255095421,1925871.599320881,41.952815664,-87.785827292,"(41.952815663738, -87.785827291612)"
500254,Chicago/Kingsbury,Ward Park (4524),630 N Kingsbury St,Chicago Park District,,An intergovernmental agreement between the City of Chicago and the Chicago Park District,09/11/2013,$750000,$750000,1172680.194237949,1904364.523642393,41.893014998,-87.641257914,"(41.893014998132, -87.641257913892)"
1543,Western Avenue South,N. Center Sr. - Park - TACH,4040 N Oakley Av,TACH Development Company LLC,723,"Located in the North Center community, the project developed two park.  The Central Green Park is 20,000 square feet and Corner Park is 7,600 square feet.  Both parks include grassy open areas, walkways, benches, lighting, landscaping, and a fountain.",03/12/2008,$1165000,$2468000,1160265.99481534,1926956.208997887,41.955273874,-87.686224336,"(41.955273873969, -87.686224336272)"
1251,Chicago/Kingsbury,Eport - 600 W Chicago,610 W Chicago Av,Eport 600 Property Owner L.L.C.,36,"Located in the Near North community, the project includes the construction and rehabilitation of several mixed-use facilities.  The project  includes a total of 1.7 million square feet of space, parking and street and streetscape improvements.",08/14/2001,$33243085,$286675924,1172083.139609452,1905658.2214894,41.896578176,-87.643412445,"(41.896578176014, -87.643412445373)"
1248,Chatham Ridge,Havens - 87th Parnell,8505 S Parnell Av,Lakeshore 87th St Homes L.P.,32,"Located in Auburn Gresham, the project includes construction of 99 single family residential units.  The project consists of site preparation, infrastructure improvements, and reconstruction of Parnell Avenue from 83rd to 87th Street.",06/12/2001,$7190000,$28845118,1174154.720117602,1848406.898244936,41.739429295,-87.637506729,"(41.739429294826, -87.637506729156)"
1679,63rd/Ashland,IGA - CPD - Park 1008 - Hermitage,5839 S Wood St,Chicago Park District,1071,An intergovernmental agreement between the City of Chicago and the Chicago Park District for development costs for construction of a new playground with a water spray feature to replace the outdated and non-ADA accessible play equipment.,04/13/2011,$400000,$600000,1165393.122530797,1865775.130984154,41.787280023,-87.669116448,"(41.787280022705, -87.669116447736)"
1278,Central Loop,Sears - One North Dearborn,1 N Dearborn St,1 North Dearborn Trust,68,"Located in the Loop, the project includes the renovation of 243,000 square feet for a full-line Sears Department store to be located on the lower level and the first four floors of the 17-story building.",09/02/1999,$13515833,$127397000,1175980.676683144,1900388.108593045,41.882029806,-87.629256444,"(41.882029806449, -87.629256444463)"
11066,Midwest,IGA - Garfield Park Dome,120 N Central Park Dr,Chicago Park District,,"An intergovernmental agreement between the City of Chicago and Chicago Park District. The project includes restoration of the Gold Dome roof, masonry, historic terra cotta, vaulted veranda, stairways, ramps, and miscellaneous interior repairs.",06/03/2014,$2500000,$2500000,1152350.443070698,1900796.912667941,41.883650812,-87.716015819,"(41.883650812373, -87.716015818593)"
1433,Stockyards SEQ,Marina Cartage,4450 S Morgan St,Marina Cartage,304,"Located in the New City community area, the project includes construction of 32,000 square foot building for use as a truck maintenance, warehouse, dispatch and service facility.",12/12/1995,$1135972,$4543888,1170351.223029229,1875094.712488393,41.812747424,-87.650665894,"(41.81274742437, -87.650665893541)"
1305,River West,Blommer Chocolate,600 W Kinzie St,Blommer Chocolate Co.,108,"The project includes expanding the existing 1.3 acre site of the chocolate factory into a 5.5 acre industrial campus.  Blommer Chocolate will also purchase and install approximately $31 million of new equipment and create an industrial campus to accommodate increased productivity and alleviate traffic congestion on public ways. The plans for the campus include a truck staging area, a new truck scale, a new brick fence and landscaping, and construction of a 15,725 square foot shelter to house bean dumping and cleaning functions.",10/12/2004,$8000000,$38609580,1172231.085536217,1902955.411465011,41.889158237,-87.642948945,"(41.889158237063, -87.642948945011)"
1788,Near North,IGA - CPD - Park ____ - W Chicago Ave Fieldhouse,410 W Chicago Av,Chicago Park District,2156,WEST CHICAGO AVENUE FIELDHOUSE,11/17/2010,$5000000,$15000000,1173239.770529503,1905688.253490657,41.896634984,-87.639163487,"(41.896634984361, -87.639163487488)"
1377,43rd/Damen,Farley Candy,2100 W 43rd St,Farley Candy Co. and Farley L.L.C.,224,"Located in the New City community area, the project includes the purchase of five buildings totaling 535,000 square feet for warehouse/distribution use.",06/14/1994,$3000000,$11000000,1163025.5871521,1876176.764486205,41.815873251,-87.677506198,"(41.815873251119, -87.677506198339)"
1544,Hollywood/Sheridan,Hollywood House Apts,5700 N Sheridan Rd,"Heartland Housing, Inc",725,"The Hollywood House Apartment project is located in the Hollywood/Sheridan TIF district. The housing project consists of the rehabilitation of an existing building, containing 197 rental units and 3200 Square feet of ground floor commercial. 177 units will be affordable.",07/08/2008,$9900000,$36942434,1168565.915957685,1938087.01020861,41.985641095,-87.655388544,"(41.985641095429, -87.655388544127)"
1550,47th/Halsted,IGA - CPD - Park 1025 - Taylor Lauridsen - I,647 W Root St,Chicago Park District,734,An intergovernmental agreement between the City of Chicago and Chicago Park District.,04/29/2008,$2500000,$9450064,1172477.470772767,1877338.138295887,41.818856987,-87.642800683,"(41.818856987499, -87.642800682756)"
1060,Western/Ogden,The American National Red Cross - Rauner Center,2200 W Harrison St,The American National Red Cross,,"The American National Red Cross Rauner Center project is located in the Western/Ogden TIF district. The project consists of the relocation of a blood distribution/collection center from 310 S. Racine to 2200 W. Harrison Avenue. The project includes the relocation project is to include the expansion, redesign and reconfiguration of existing vacant office space at the Rauner Center, and the retention and creation of 116 jobs.",07/10/2012,$500000,$2625056,1161784.220449668,1897376.408090102,41.874073204,-87.681469537,"(41.874073204146, -87.681469537173)"
12421,Central West,IGA - CBE - Skinner West Elementary - Annex Construction,1260 W Adams St,Chicago Public Schools,,Construction of a four-story annex that will relieve overcrowding at an existing school.,09/01/2017,$10000000,$30000000,1167788.280644806,1899265.83157391,41.879130688,-87.659371019,"(41.879130687558, -87.659371019033)"
1651,Bronzeville,IGA - CPD - Park 0267 - Dunbar,300 E 31st St,Chicago Park District,1036,An intergovernmental agreement between the City of Chicago and the Chicago Park District,02/05/2010,$1000000,$2000000,1178590.273244363,1884545.28966343,41.838496977,-87.620157381,"(41.838496977159, -87.62015738145)"
1247,River West,Jewel - Kinzie DesPlaines,360 N Desplaines St,"Jewel Foods Stores, Inc.",23,"The project includes the construction of a 66,000 square foot two level grocery store.  The 2.6 acre site will also include 159 stall parking deck which will be located over the Metra tracks.",03/08/2005,$4750000,$19200000,1171818.554348968,1902751.881406392,41.888608836,-87.644469913,"(41.88860883565, -87.644469912726)"
12090,Division/Homan,IGA - CPD - Humbolt Park Batting Cages,1400 N Sacramento Av,Chicago Park District,,"$325,000 from the Division Homan TIF will be provided to the Chicago Park District to construct new automated batting cages at Humbolt Park.  The batting cages will be made available to the public and free of charge.  

The total cost to construct the batting cages is $656,350.  The remainder of the funds will be provided through the Park District capital program.",03/29/2017,$325000,$656350,1156179.134079339,1893260.91154197,41.862894819,-87.702159968,"(41.862894818545, -87.70215996842)"
